customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C101011,Female,0,Yes,No,14,Yes,No,No,No,Yes,No,No,No,No,One year,No,Electronic check,66.04,972.78,No
C101012,Male,1,No,No,24,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.42,2403.5,No
C101013,Female,0,Yes,No,6,Yes,No,No,Yes,No,No,No,No,No,Two year,No,Mailed check,93.36,565.34,No
C101014,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.16,2119.93,No
C101015,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.14,3106.32,Yes
C101016,Male,0,No,Yes,15,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.41,1184.79,No
C101017,Female,1,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.06,1782.07,No
C101018,Male,0,Yes,No,14,Yes,Yes,No,Yes,No,No,Yes,No,No,Two year,No,Mailed check,76.63,1081.66,No
C101019,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.0,3683.55,No
C101020,Female,1,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.6,1438.63,No
C101021,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,80.84,3605.53,No
C101022,Male,1,No,No,38,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.58,1603.78,No
C101023,Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.87,1045.09,Yes
C101024,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),77.42,479.94,No
C101025,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),88.34,1017.49,No
C101026,Male,0,Yes,No,41,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.87,2749.45,Yes
C101027,Female,1,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.35,519.35,No
C101028,Female,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.16,1184.81,No
C101029,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,91.72,3511.33,No
C101030,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,56.31,546.12,Yes
C101031,Male,0,Yes,No,24,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.38,1388.48,No
C101032,Female,0,Yes,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.06,584.01,No
C101033,Male,1,No,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.05,127.1,Yes
C101034,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,136.17,5086.04,No
C101035,Male,0,No,Yes,2,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.99,201.71,No
C101036,Male,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),70.75,522.67,No
C101037,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.6,4335.0,No
C101038,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.58,606.85,No
C101039,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),97.69,7015.87,No
C101040,Female,1,No,No,72,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.86,6887.43,No
C101041,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,107.61,742.53,Yes
C101042,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.78,79.45,No
C101043,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),33.32,885.95,No
C101044,Male,1,No,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.7,679.54,No
C101045,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.55,61.57,Yes
C101046,Female,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),120.02,3519.92,Yes
C101047,Female,0,No,No,0,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,135.85,83.64,Yes
C101048,Female,0,No,No,49,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.34,3926.18,No
C101049,Female,0,Yes,No,3,No,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,70.28,237.42,No
C101050,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.5,203.78,Yes
C101051,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.74,456.65,No
C101052,Female,0,No,No,72,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,135.66,9734.89,Yes
C101053,Female,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,123.58,3449.25,Yes
C101054,Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,104.14,3940.28,No
C101055,Female,0,Yes,No,12,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,103.7,1248.17,No
C101056,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,94.97,979.95,Yes
C101057,Female,0,Yes,No,6,Yes,No,No,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.58,413.02,No
C101058,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.9,675.76,Yes
C101059,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),69.38,1260.5,No
C101060,Female,0,Yes,No,23,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.67,1964.04,Yes
C101061,Female,0,Yes,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),26.39,141.77,No
C101062,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.41,4677.29,No
C101063,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.22,146.9,Yes
C101064,Male,0,No,Yes,72,Yes,No phone service,No,No,No,Yes,No,No,No,Two year,No,Electronic check,100.42,7166.91,No
C101065,Female,0,Yes,No,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.51,30.26,No
C101066,Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.85,1166.21,No
C101067,Female,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.0,462.27,No
C101068,Female,0,No,Yes,14,Yes,No,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,117.93,1675.98,No
C101069,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,18.98,406.91,No
C101070,Female,0,Yes,No,13,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.28,1082.23,Yes
C101071,Male,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,31.68,414.47,No
C101072,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,54.72,1650.19,No
C101073,Female,1,No,No,27,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.19,1934.43,No
C101074,Female,1,No,No,42,No,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,77.66,3297.06,No
C101075,Female,1,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.88,469.56,No
C101076,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.55,1609.6,Yes
C101077,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.74,991.98,Yes
C101078,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.08,614.05,Yes
C101079,Female,0,Yes,No,15,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70.95,1066.84,Yes
C101080,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.86,765.18,No
C101081,Female,0,Yes,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.03,197.16,No
C101082,Female,0,No,No,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,91.89,441.38,Yes
C101083,Male,1,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,72.8,144.38,No
C101084,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.04,2162.04,No
C101085,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,58.52,1500.6,No
C101086,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.43,2720.28,No
C101087,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,74.62,2314.63,No
C101088,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),106.22,122.84,No
C101089,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.32,4196.5,No
C101090,Male,0,No,No,47,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.48,2175.52,No
C101091,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.44,1281.27,No
C101092,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.95,1183.4,No
C101093,Female,0,No,No,72,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.44,6587.49,Yes
C101094,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.94,1056.81,No
C101095,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.6,4513.55,Yes
C101096,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.45,70.67,Yes
C101097,Male,0,Yes,No,5,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.21,244.79,No
C101098,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,23.01,355.55,No
C101099,Female,0,Yes,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.36,1814.61,Yes
C101100,Female,1,No,No,40,No,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.11,3196.56,Yes
C101101,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.79,5863.35,Yes
C101102,Male,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.26,815.14,Yes
C101103,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),47.13,54.99,Yes
C101104,Male,0,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,98.98,3729.64,Yes
C101105,Male,0,No,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.78,2159.68,No
C101106,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.35,202.29,Yes
C101107,Male,1,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.96,1371.72,No
C101108,Male,0,No,Yes,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.25,3119.23,No
C101109,Female,1,No,No,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.9,1956.48,Yes
C101110,Female,0,No,No,16,Yes,Yes,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,61.12,981.02,No
C101111,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.02,676.92,Yes
C101112,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24.69,1752.71,No
C101113,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.34,1015.55,No
C101114,Female,0,No,No,12,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,40.31,520.84,No
C101115,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.25,230.01,Yes
C101116,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.55,3209.58,No
C101117,Female,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),18.25,84.58,No
C101118,Female,0,Yes,No,4,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.29,275.93,No
C101119,Male,1,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),94.35,1745.95,No
C101120,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.19,448.77,No
C101121,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),49.95,1189.34,No
C101122,Female,1,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,76.99,192.97,No
C101123,Female,0,No,No,25,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.05,1768.71,No
C101124,Male,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),100.11,647.78,No
C101125,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),18.25,38.99,No
C101126,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.44,65.64,Yes
C101127,Male,0,No,No,65,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.85,5658.9,No
C101128,Male,1,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.51,3422.59,No
C101129,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.56,560.45,No
C101130,Male,0,Yes,No,36,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.86,2783.17,No
C101131,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.96,1430.16,Yes
C101132,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.93,4394.7,Yes
C101133,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),139.75,1487.14,Yes
C101134,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),116.05,3082.95,No
C101135,Female,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.87,66.94,Yes
C101136,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),72.35,848.33,No
C101137,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.14,6151.81,No
C101138,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,94.81,1752.79,Yes
C101139,Female,1,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.56,643.76,No
C101140,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,47.46,131.05,No
C101141,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),123.54,3516.28,Yes
C101142,Male,0,Yes,Yes,24,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.39,1960.94,Yes
C101143,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),130.42,1555.97,No
C101144,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,75.61,5404.9,No
C101145,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.63,61.3,Yes
C101146,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,111.52,887.57,No
C101147,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.04,4822.59,No
C101148,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.0,682.81,No
C101149,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,33.99,208.93,Yes
C101150,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.81,1491.62,Yes
C101151,Female,0,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.2,2219.27,No
C101152,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.57,114.17,No
C101153,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),55.28,3768.97,No
C101154,Male,0,Yes,Yes,38,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.17,3099.72,No
C101155,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,23.94,59.32,Yes
C101156,Male,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.67,1874.1,No
C101157,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.41,1024.35,No
C101158,Male,0,No,Yes,12,No,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.63,398.25,Yes
C101159,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.19,2768.74,No
C101160,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.06,3695.59,No
C101161,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),57.89,190.44,No
C101162,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,119.65,1454.44,Yes
C101163,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,20.49,266.25,Yes
C101164,Female,0,No,No,11,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,92.97,1125.38,No
C101165,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,55.66,526.64,Yes
C101166,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,54.17,117.39,No
C101167,Male,0,Yes,No,27,Yes,No,No,Yes,No,No,No,No,No,Two year,No,Electronic check,36.65,959.01,No
C101168,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,92.62,1190.17,No
C101169,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.26,347.08,Yes
C101170,Male,0,Yes,Yes,40,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.47,2423.83,No
C101171,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.3,2804.48,No
C101172,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.89,932.43,No
C101173,Female,1,No,No,8,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,18.25,89.19,No
C101174,Female,0,No,No,24,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.28,1282.43,No
C101175,Female,0,No,No,8,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),96.86,748.26,No
C101176,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,24.8,137.34,Yes
C101177,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),37.3,1208.16,No
C101178,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.2,4.37,Yes
C101179,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,48.23,120.69,No
C101180,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.16,7.08,Yes
C101181,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,37.21,55.86,No
C101182,Male,0,No,Yes,1,Yes,No,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,58.36,59.22,Yes
C101183,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.56,4942.86,No
C101184,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.47,753.76,No
C101185,Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.34,268.59,Yes
C101186,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,62.15,270.88,No
C101187,Female,0,No,No,66,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),126.64,8367.05,Yes
C101188,Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.48,1113.85,No
C101189,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),94.87,939.73,No
C101190,Female,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),127.95,6270.95,Yes
C101191,Female,1,No,No,12,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.18,934.1,Yes
C101192,Female,0,No,No,9,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),28.79,236.17,No
C101193,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.73,349.72,Yes
C101194,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.65,572.1,No
C101195,Female,0,Yes,Yes,9,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.77,494.94,No
C101196,Male,0,Yes,Yes,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,129.55,3490.26,Yes
C101197,Female,1,Yes,No,8,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),33.32,263.37,No
C101198,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),79.01,1662.05,No
C101199,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,43.67,28.76,No
C101200,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.77,313.85,No
